,ident,echelon,period,grade
7458,41405,6,2011-01-31,796
7465,41513,7,2011-01-31,793
7479,41515,6,2011-01-31,795
7492,41550,10,2011-01-31,793
7503,41740,5,2011-01-31,793
7509,41803,9,2011-01-31,795
7517,41868,8,2011-01-31,795
7524,41941,5,2011-01-31,796
7530,41942,8,2011-01-31,795
7536,42101,8,2011-01-31,794
7544,42128,11,2011-01-31,795
7554,42138,6,2011-01-31,796
7568,42139,5,2011-01-31,793
7582,42198,9,2011-01-31,793
7592,42250,8,2011-01-31,795
7597,42266,4,2011-01-31,796
7611,42293,11,2011-01-31,793
7621,42383,11,2011-01-31,795
7629,42431,9,2011-01-31,793
7635,42438,9,2011-01-31,794
7638,42444,5,2011-01-31,793
7645,42475,5,2011-01-31,794
7657,42493,11,2011-01-31,795
7664,42499,9,2011-01-31,795
7673,42515,8,2011-01-31,793
7680,42529,3,2011-01-31,796
7691,42590,7,2011-01-31,795
7702,42620,5,2011-01-31,794
7707,42647,9,2011-01-31,794
7718,42678,8,2011-01-31,793
7732,42726,9,2011-01-31,793
7736,42732,10,2011-01-31,794
7750,42772,5,2011-01-31,793
7755,42838,9,2011-01-31,795
7761,42909,7,2011-01-31,794
7765,42986,6,2011-01-31,793
7773,43105,8,2011-01-31,795
7786,43173,9,2011-01-31,793
7796,43187,7,2011-01-31,795
7802,43297,7,2011-01-31,793
7809,43324,8,2011-01-31,795
7816,43366,9,2011-01-31,794
7823,43425,6,2011-01-31,793
7837,43487,9,2011-01-31,793
7846,43530,6,2011-01-31,796
7858,43540,10,2011-01-31,794
7863,43585,10,2011-01-31,794
7874,43589,10,2011-01-31,793
7881,43610,7,2011-01-31,795
7888,43621,11,2011-01-31,795
7898,43624,8,2011-01-31,795
7909,43710,7,2011-01-31,793
7916,43830,11,2011-01-31,794
7920,43882,6,2011-01-31,793
7933,43936,11,2011-01-31,793
7943,43981,7,2011-01-31,793
7950,43998,9,2011-01-31,794
7954,44042,5,2011-01-31,795
7968,44048,6,2011-01-31,793
7976,44077,7,2011-01-31,795
7986,44104,5,2011-01-31,794
7995,44134,7,2011-01-31,793
8005,44156,7,2011-01-31,795
8011,44187,7,2011-01-31,794
8018,44203,7,2011-01-31,795
8026,44206,7,2011-01-31,793
8031,44219,8,2011-01-31,795
8039,44276,6,2011-01-31,796
8045,44284,6,2011-01-31,793
8054,44305,10,2011-01-31,793
8063,44366,10,2011-01-31,795
8067,44411,8,2011-01-31,793
8081,44432,11,2011-01-31,793
8093,44449,5,2011-01-31,793
8101,44487,7,2011-01-31,795
8114,44546,10,2011-01-31,793
8126,44587,10,2011-01-31,793
8133,44607,11,2011-01-31,795
8140,44639,5,2011-01-31,793
8145,44732,7,2011-01-31,795
8149,44743,5,2011-01-31,793
8155,44877,4,2011-01-31,796
8165,44917,7,2011-01-31,795
8176,44938,10,2011-01-31,793
8190,44987,7,2011-01-31,793
8199,45033,7,2011-01-31,796
8208,45062,7,2011-01-31,795
8212,45085,4,2011-01-31,796
8226,45107,7,2011-01-31,793
8233,45204,7,2011-01-31,793
8239,45310,11,2011-01-31,794
8253,45324,5,2011-01-31,793
8267,45351,10,2011-01-31,793
8272,45369,10,2011-01-31,793
8285,45375,5,2011-01-31,794
8297,45459,8,2011-01-31,793
8304,45489,8,2011-01-31,795
8320,45535,7,2011-01-31,796
8334,45568,11,2011-01-31,793
8348,45607,6,2011-01-31,793
8362,45620,7,2011-01-31,793
8374,45621,9,2011-01-31,793
8388,45640,6,2011-01-31,793
8402,45644,10,2011-01-31,793
8413,45682,10,2011-01-31,793
8424,45756,7,2011-01-31,793
8435,45768,10,2011-01-31,793
8446,45803,11,2011-01-31,793
8452,45916,6,2011-01-31,796
8459,46020,3,2011-01-31,796
8464,46118,6,2011-01-31,795
8473,46279,7,2011-01-31,794
8480,46293,8,2011-01-31,795
8486,46382,6,2011-01-31,794
8493,46403,6,2011-01-31,796
8507,46419,10,2011-01-31,793
8515,46437,7,2011-01-31,795
8520,46601,5,2011-01-31,795
8528,46643,9,2011-01-31,793
8535,46667,7,2011-01-31,795
8541,46704,8,2011-01-31,795
8548,46794,7,2011-01-31,794
8552,46935,7,2011-01-31,794
8562,46951,7,2011-01-31,795
8571,47042,9,2011-01-31,795
8579,47088,5,2011-01-31,794
8587,47151,6,2011-01-31,796
8601,47155,5,2011-01-31,793
8613,47176,6,2011-01-31,794
8619,47284,7,2011-01-31,793
8628,47304,9,2011-01-31,793
8635,47348,9,2011-01-31,794
8640,47367,9,2011-01-31,795
8654,47380,10,2011-01-31,793
8668,47396,7,2011-01-31,793
8682,47397,7,2011-01-31,793
8696,47417,5,2011-01-31,793
8705,47436,9,2011-01-31,795
8716,47462,6,2011-01-31,794
8719,47521,4,2011-01-31,796
8726,47577,5,2011-01-31,796
8731,47602,7,2011-01-31,796
8743,47635,5,2011-01-31,793
8757,47719,8,2011-01-31,793
8771,47728,6,2011-01-31,793
8779,47860,7,2011-01-31,794
8792,47933,9,2011-01-31,793
8803,47936,5,2011-01-31,793
8811,47979,4,2011-01-31,796
8821,48017,8,2011-01-31,795
8827,48098,6,2011-01-31,796
8841,48117,7,2011-01-31,793
8852,48253,6,2011-01-31,793
8858,48293,10,2011-01-31,795
8872,48448,5,2011-01-31,793
8882,48456,8,2011-01-31,795
8892,48612,4,2011-01-31,794
8906,48707,8,2011-01-31,793
8917,48748,7,2011-01-31,795
8924,48782,7,2011-01-31,795
8938,48843,8,2011-01-31,793
8946,48999,9,2011-01-31,795
8954,49068,5,2011-01-31,793
8968,49194,9,2011-01-31,793
8972,49236,3,2011-01-31,796
8982,49340,10,2011-01-31,795
8990,49354,11,2011-01-31,795
9000,49364,6,2011-01-31,796
9014,49607,5,2011-01-31,793
9030,49617,6,2011-01-31,794
9033,49646,5,2011-01-31,793
9044,49722,6,2011-01-31,793
9051,49724,7,2011-01-31,795
9061,49884,7,2011-01-31,795
9070,49943,8,2011-01-31,795
9084,49958,6,2011-01-31,793
9093,50048,7,2011-01-31,795
9096,50092,7,2011-01-31,795
9110,50100,8,2011-01-31,793
9124,50108,7,2011-01-31,793
9141,50137,7,2011-01-31,796
9155,50174,11,2011-01-31,793
9162,50299,8,2011-01-31,795
9171,50323,9,2011-01-31,793
9177,50389,9,2011-01-31,794
9181,50463,6,2011-01-31,793
9185,50572,8,2011-01-31,794
9189,50612,10,2011-01-31,795
9196,50649,55555,2011-01-31,796
9207,50654,9,2011-01-31,793
9219,50756,9,2011-01-31,793
9225,50858,5,2011-01-31,796
9230,50860,8,2011-01-31,795
9238,50931,7,2011-01-31,794
9242,50932,8,2011-01-31,793
9253,50939,10,2011-01-31,793
9258,51017,9,2011-01-31,794
9264,51054,7,2011-01-31,794
9272,51154,10,2011-01-31,795
9276,51179,8,2011-01-31,793
9287,51202,6,2011-01-31,795
9293,51251,8,2011-01-31,793
9299,51273,9,2011-01-31,795
9310,51296,5,2011-01-31,793
9316,51366,7,2011-01-31,796
9325,51397,10,2011-01-31,795
9336,51429,7,2011-01-31,794
9348,51431,8,2011-01-31,793
9353,51508,9,2011-01-31,795
9358,51534,8,2011-01-31,794
9369,51572,8,2011-01-31,793
9375,51598,6,2011-01-31,794
9384,51630,9,2011-01-31,793
9397,51666,9,2011-01-31,793
9411,51676,9,2011-01-31,793
9424,51701,9,2011-01-31,793
9428,51703,6,2011-01-31,796
9441,51707,10,2011-01-31,793
9448,51833,10,2011-01-31,795
9452,51836,8,2011-01-31,793
9464,51897,7,2011-01-31,793
9470,51907,9,2011-01-31,794
9473,51964,5,2011-01-31,793
9479,51965,5,2011-01-31,795
9493,52082,9,2011-01-31,793
9498,52091,4,2011-01-31,796
9507,52163,7,2011-01-31,795
9519,52197,11,2011-01-31,793
9526,52273,8,2011-01-31,793
9529,52306,9,2011-01-31,795
9532,52372,7,2011-01-31,794
9540,52405,7,2011-01-31,795
9545,52450,6,2011-01-31,796
9559,52465,8,2011-01-31,795
9562,52526,9,2011-01-31,795
9570,52529,5,2011-01-31,796
9581,52560,7,2011-01-31,793
9595,52645,8,2011-01-31,793
9605,52690,6,2011-01-31,796
9613,52714,11,2011-01-31,795
9627,52730,11,2011-01-31,793
9641,52767,9,2011-01-31,793
9655,52769,7,2011-01-31,793
9662,52947,5,2011-01-31,793
9669,53018,8,2011-01-31,795
9680,53044,6,2011-01-31,793
9694,53090,10,2011-01-31,793
9704,53108,11,2011-01-31,795
9713,53119,6,2011-01-31,793
9723,53225,4,2011-01-31,796
9729,53229,6,2011-01-31,795
9737,53241,7,2011-01-31,793
9748,53261,7,2011-01-31,793
9757,53271,7,2011-01-31,796
9761,53451,8,2011-01-31,793
9775,53481,6,2011-01-31,793
9786,53512,9,2011-01-31,793
9797,53538,6,2011-01-31,793
9802,53561,11,2011-01-31,795
9809,53563,8,2011-01-31,794
9820,53621,5,2011-01-31,793
9832,53737,6,2011-01-31,794
9839,53739,6,2011-01-31,795
9847,53748,9,2011-01-31,795
9854,53821,8,2011-01-31,794
9868,53830,10,2011-01-31,793
9877,53873,8,2011-01-31,795
9885,53917,8,2011-01-31,794
9891,53920,3,2011-01-31,796
9904,53931,7,2011-01-31,796
9910,53957,8,2011-01-31,793
9921,54051,7,2011-01-31,795
9932,54132,8,2011-01-31,793
9946,54172,9,2011-01-31,793
9955,54185,10,2011-01-31,793
9963,54208,7,2011-01-31,794
9969,54295,8,2011-01-31,795
9978,54330,5,2011-01-31,793
9984,54382,9,2011-01-31,794
9990,54406,9,2011-01-31,793
10004,54407,8,2011-01-31,794
10015,54491,10,2011-01-31,793
10026,54600,5,2011-01-31,793
10035,54654,8,2011-01-31,793
10042,54672,9,2011-01-31,793
10052,54680,6,2011-01-31,794
10055,54695,6,2011-01-31,796
10069,54725,8,2011-01-31,793
10086,54747,10,2011-01-31,794
10098,54765,6,2011-01-31,795
10104,54872,5,2011-01-31,796
10111,54900,7,2011-01-31,796
10120,54947,7,2011-01-31,796
10127,55101,9,2011-01-31,795
10139,55140,7,2011-01-31,796
10153,55173,9,2011-01-31,793
10161,55400,6,2011-01-31,795
10171,55418,7,2011-01-31,795
10180,55446,9,2011-01-31,794
10192,55476,8,2011-01-31,793
10204,55485,10,2011-01-31,794
10210,55493,7,2011-01-31,794
10218,55503,7,2011-01-31,794
10230,55546,7,2011-01-31,796
10244,55553,5,2011-01-31,793
10253,55618,5,2011-01-31,796
10263,55621,7,2011-01-31,795
10271,55650,11,2011-01-31,793
10285,55653,6,2011-01-31,793
10300,55685,5,2011-01-31,794
10310,55774,6,2011-01-31,796
10319,55782,8,2011-01-31,793
10325,55833,9,2011-01-31,794
10336,55882,6,2011-01-31,796
10347,55907,8,2011-01-31,793
10356,55934,11,2011-01-31,795
10365,55971,5,2011-01-31,793
10376,55994,5,2011-01-31,794
10381,56082,7,2011-01-31,796
10390,56109,8,2011-01-31,793
10399,56286,10,2011-01-31,795
10407,56356,7,2011-01-31,796
10418,56422,7,2011-01-31,795
10425,56475,8,2011-01-31,795
10430,56610,10,2011-01-31,795
10434,56617,11,2011-01-31,794
10442,56669,11,2011-01-31,793
10453,56683,6,2011-01-31,793
10466,56727,6,2011-01-31,793
10472,56871,6,2011-01-31,796
10486,57053,9,2011-01-31,793
10491,57072,7,2011-01-31,793
10505,57302,7,2011-01-31,793
10515,57430,6,2011-01-31,796
10523,57435,7,2011-01-31,795
10529,57438,9,2011-01-31,794
10539,57601,7,2011-01-31,796
10546,57712,9,2011-01-31,793
10556,57781,8,2011-01-31,794
10565,57930,10,2011-01-31,795
10573,58061,5,2011-01-31,793
10581,58190,11,2011-01-31,795
10586,58199,10,2011-01-31,794
10590,58231,8,2011-01-31,794
10596,58233,5,2011-01-31,793
10603,58246,8,2011-01-31,793
10612,58286,8,2011-01-31,793
10623,58370,7,2011-01-31,795
10637,58408,10,2011-01-31,793
10643,58493,7,2011-01-31,795
10647,58536,11,2011-01-31,795
10654,58564,9,2011-01-31,795
10658,58568,8,2011-01-31,793
10665,58695,8,2011-01-31,795
10676,58710,7,2011-01-31,796
10690,58741,11,2011-01-31,795
10696,58882,7,2011-01-31,796
10707,58889,7,2011-01-31,793
10721,58941,11,2011-01-31,795
10735,58946,10,2011-01-31,793
10743,58975,7,2011-01-31,793
10749,59022,5,2011-01-31,795
10763,59074,6,2011-01-31,793
10769,59083,11,2011-01-31,794
10783,59089,5,2011-01-31,793
10792,59179,7,2011-01-31,795
10801,59189,10,2011-01-31,795
10813,59226,6,2011-01-31,793
10827,59238,6,2011-01-31,793
10838,59298,10,2011-01-31,793
10845,59313,8,2011-01-31,795
10854,59630,5,2011-01-31,793
10862,59677,4,2011-01-31,796
10871,60041,8,2011-01-31,793
10882,60075,6,2011-01-31,793
10889,60086,4,2011-01-31,796
10903,60303,6,2011-01-31,793
10910,60335,9,2011-01-31,793
10919,60367,6,2011-01-31,793
10922,60427,11,2011-01-31,794
10930,60491,7,2011-01-31,793
10939,60507,4,2011-01-31,793
10953,60605,11,2011-01-31,795
10959,60610,7,2011-01-31,795
10968,60673,8,2011-01-31,795
10974,60717,10,2011-01-31,794
10982,60747,8,2011-01-31,793
10990,60821,9,2011-01-31,795
11000,60863,5,2011-01-31,793
11014,60968,5,2011-01-31,793
11020,61068,8,2011-01-31,794
11031,61091,5,2011-01-31,793
11040,61414,7,2011-01-31,796
11048,61426,8,2011-01-31,795
11054,61565,11,2011-01-31,795
11064,61593,6,2011-01-31,794
11076,61657,7,2011-01-31,794
11085,61701,9,2011-01-31,794
11095,61736,6,2011-01-31,794
11103,61752,7,2011-01-31,794
11114,61815,5,2011-01-31,793
11126,61938,4,2011-01-31,794
11137,61952,4,2011-01-31,793
11145,61994,11,2011-01-31,795
11155,62035,8,2011-01-31,795
11163,62065,6,2011-01-31,796
11177,62070,8,2011-01-31,795
11185,62090,5,2011-01-31,793
11197,62174,6,2011-01-31,794
11200,62200,4,2011-01-31,796
11214,62391,8,2011-01-31,793
11220,62397,5,2011-01-31,795
11227,62423,9,2011-01-31,793
11241,62444,6,2011-01-31,794
11253,62473,8,2011-01-31,793
11267,62474,5,2011-01-31,793
11274,62560,6,2011-01-31,794
11280,62590,8,2011-01-31,795
11293,62650,11,2011-01-31,793
11300,62809,8,2011-01-31,793
11314,62833,8,2011-01-31,793
11321,62840,7,2011-01-31,796
11330,62895,5,2011-01-31,796
11343,62979,7,2011-01-31,793
11350,62983,7,2011-01-31,795
11357,63000,9,2011-01-31,795
11363,63126,7,2011-01-31,795
11374,63206,7,2011-01-31,794
11384,63231,6,2011-01-31,795
11388,63278,5,2011-01-31,795
11402,63334,9,2011-01-31,793
11416,63342,11,2011-01-31,793
11421,63484,6,2011-01-31,793
11432,63510,5,2011-01-31,793
11436,63515,10,2011-01-31,795
11442,63518,9,2011-01-31,794
11446,63549,11,2011-01-31,794
11455,63556,7,2011-01-31,796
11469,63571,8,2011-01-31,793
11475,63608,11,2011-01-31,793
11486,63652,9,2011-01-31,794
11490,63695,10,2011-01-31,795
11498,63721,9,2011-01-31,794
11506,63723,7,2011-01-31,796
11519,63731,11,2011-01-31,793
11528,63778,10,2011-01-31,793
11542,64052,8,2011-01-31,793
11549,64086,11,2011-01-31,794
11557,64102,7,2011-01-31,795
11563,64115,7,2011-01-31,795
11570,64124,6,2011-01-31,796
11579,64212,9,2011-01-31,795
11587,64229,5,2011-01-31,793
11594,64282,6,2011-01-31,796
11608,64292,9,2011-01-31,793
11611,64334,10,2011-01-31,795
11625,64371,7,2011-01-31,796
11636,64392,5,2011-01-31,793
11645,64408,7,2011-01-31,793
11655,64533,9,2011-01-31,795
11666,64566,11,2011-01-31,795
11677,64614,6,2011-01-31,793
11684,64654,4,2011-01-31,796
11691,64696,8,2011-01-31,793
11701,64788,6,2011-01-31,795
11707,64798,10,2011-01-31,793
11714,64835,3,2011-01-31,793
11728,64836,8,2011-01-31,793
11742,64856,7,2011-01-31,793
11749,64870,8,2011-01-31,793
11753,64916,10,2011-01-31,795
11759,64994,10,2011-01-31,794
11770,65088,8,2011-01-31,793
11778,65140,10,2011-01-31,795
11784,65158,8,2011-01-31,794
11789,65196,6,2011-01-31,796
11800,65253,11,2011-01-31,793
11809,65272,8,2011-01-31,795
11813,65375,8,2011-01-31,795
11820,65487,10,2011-01-31,795
11832,65497,8,2011-01-31,793
11840,65509,9,2011-01-31,795
11847,65523,8,2011-01-31,793
11861,65554,10,2011-01-31,793
11867,65619,6,2011-01-31,793
11879,65861,10,2011-01-31,793
11892,66020,5,2011-01-31,793
11900,66075,8,2011-01-31,795
11909,66107,6,2011-01-31,796
11919,66170,8,2011-01-31,794
11925,66178,5,2011-01-31,796
11939,66301,11,2011-01-31,793
11951,66379,7,2011-01-31,796
11961,66515,6,2011-01-31,796
11972,66524,5,2011-01-31,793
11986,66584,8,2011-01-31,793
11992,66601,11,2011-01-31,794
12001,66636,8,2011-01-31,793
12012,66666,5,2011-01-31,794
12017,66734,5,2011-01-31,793
12028,66738,6,2011-01-31,793
12042,66793,5,2011-01-31,793
12049,66817,6,2011-01-31,796
12056,66831,8,2011-01-31,795
12065,66863,10,2011-01-31,793
12076,66881,5,2011-01-31,794
12084,66957,11,2011-01-31,793
12093,67068,5,2011-01-31,793
12104,67173,7,2011-01-31,793
12113,67193,9,2011-01-31,793
12122,67242,7,2011-01-31,794
12133,67284,7,2011-01-31,793
12145,67304,9,2011-01-31,793
12153,67546,7,2011-01-31,793
12164,67564,7,2011-01-31,793
12171,67639,5,2011-01-31,793
12179,67773,9,2011-01-31,795
12185,67875,3,2011-01-31,793
12194,67892,5,2011-01-31,796
12197,67906,3,2011-01-31,796
12204,67923,5,2011-01-31,796
12211,67942,6,2011-01-31,795
12221,67966,11,2011-01-31,795
12232,68098,8,2011-01-31,795
12246,68133,8,2011-01-31,793
12252,68194,4,2011-01-31,796
12260,68196,8,2011-01-31,794
12265,68224,9,2011-01-31,795
12271,68302,8,2011-01-31,794
12282,68388,5,2011-01-31,793
12296,68499,10,2011-01-31,795
12306,68552,9,2011-01-31,795
12310,68589,10,2011-01-31,794
12319,68611,7,2011-01-31,795
12323,68624,8,2011-01-31,795
12329,68710,5,2011-01-31,796
12334,68844,8,2011-01-31,793
12338,68924,6,2011-01-31,795
12345,68925,7,2011-01-31,795
12351,69011,9,2011-01-31,794
12363,69016,5,2011-01-31,793
12372,69098,7,2011-01-31,796
12381,69122,9,2011-01-31,793
12395,69125,9,2011-01-31,793
12407,69133,6,2011-01-31,793
12416,69151,7,2011-01-31,793
12430,69159,11,2011-01-31,794
12436,69174,6,2011-01-31,796
12450,69206,5,2011-01-31,793
12464,69428,7,2011-01-31,793
12471,69461,7,2011-01-31,796
12480,69476,8,2011-01-31,795
12486,69505,8,2011-01-31,793
12498,69618,6,2011-01-31,796
12512,69624,5,2011-01-31,793
12518,69648,9,2011-01-31,793
12527,69679,11,2011-01-31,794
12538,69709,7,2011-01-31,793
12544,69727,10,2011-01-31,794
12555,69760,10,2011-01-31,793
12569,69788,7,2011-01-31,796
12575,69850,7,2011-01-31,796
12582,69952,4,2011-01-31,796
12591,70040,9,2011-01-31,793
12599,70110,10,2011-01-31,794
12603,70119,6,2011-01-31,796
12613,70364,5,2011-01-31,796
12620,70399,7,2011-01-31,794
12632,70404,6,2011-01-31,795
12636,70409,6,2011-01-31,796
12645,70412,8,2011-01-31,795
12653,70413,8,2011-01-31,794
12667,70450,5,2011-01-31,793
12675,70562,7,2011-01-31,795
12681,70613,9,2011-01-31,795
12690,70617,8,2011-01-31,795
12703,70621,6,2011-01-31,795
12707,70623,6,2011-01-31,796
12717,70628,6,2011-01-31,796
12722,70630,8,2011-01-31,795
12733,70767,11,2011-01-31,795
12743,70772,9,2011-01-31,795
12755,70774,5,2011-01-31,793
12766,70893,6,2011-01-31,794
12771,70908,5,2011-01-31,796
12779,70953,6,2011-01-31,794
12783,70975,8,2011-01-31,793
12792,71015,7,2011-01-31,795
12798,71070,7,2011-01-31,795
12805,71112,7,2011-01-31,794
12809,71148,7,2011-01-31,795
12817,71176,6,2011-01-31,795
12828,71183,10,2011-01-31,793
12836,71223,5,2011-01-31,793
12847,71230,11,2011-01-31,795
12854,71324,5,2011-01-31,796
12869,71335,9,2011-01-31,794
12876,71406,9,2011-01-31,795
12886,71443,6,2011-01-31,796
12892,71444,6,2011-01-31,796
12906,71446,10,2011-01-31,793
12914,71585,5,2011-01-31,793
12928,71586,5,2011-01-31,793
12935,71610,10,2011-01-31,794
12940,71746,5,2011-01-31,793
12947,71763,6,2011-01-31,796
12954,72030,10,2011-01-31,795
12960,72051,11,2011-01-31,795
12968,72067,7,2011-01-31,794
12980,72084,9,2011-01-31,793
12992,72117,8,2011-01-31,793
12999,72199,7,2011-01-31,796
13010,72226,7,2011-01-31,793
13024,72314,8,2011-01-31,793
13036,72364,5,2011-01-31,794
13044,72378,5,2011-01-31,793
13055,72390,8,2011-01-31,793
13069,72414,6,2011-01-31,793
13075,72441,10,2011-01-31,795
13082,72481,6,2011-01-31,795
13089,72629,10,2011-01-31,795
13095,72633,7,2011-01-31,794
13099,72692,6,2011-01-31,793
13108,72713,6,2011-01-31,796
13118,72795,5,2011-01-31,796
13132,72805,5,2011-01-31,793
13146,72923,11,2011-01-31,793
13157,72968,8,2011-01-31,795
13161,73099,7,2011-01-31,795
13168,73116,8,2011-01-31,795
13179,73240,11,2011-01-31,793
13190,73261,8,2011-01-31,793
13201,73306,9,2011-01-31,793
13208,73371,5,2011-01-31,793
13222,73405,10,2011-01-31,793
13230,73440,5,2011-01-31,795
13240,73517,9,2011-01-31,795
13251,73584,5,2011-01-31,793
13258,73599,3,2011-01-31,796
13265,73640,6,2011-01-31,796
13279,73662,5,2011-01-31,794
13290,73719,7,2011-01-31,793
13304,73723,10,2011-01-31,793
13311,74019,10,2011-01-31,795
13320,74065,9,2011-01-31,794
13328,74087,9,2011-01-31,793
13336,74112,8,2011-01-31,795
13347,74142,6,2011-01-31,793
13352,74190,10,2011-01-31,793
13360,74199,5,2011-01-31,796
13371,74255,6,2011-01-31,793
13377,74265,7,2011-01-31,793
13380,74346,11,2011-01-31,794
13394,74347,9,2011-01-31,794
13407,74410,8,2011-01-31,793
13421,74422,5,2011-01-31,793
13430,74497,5,2011-01-31,796
13443,74523,6,2011-01-31,793
13446,74540,9,2011-01-31,795
13455,74542,6,2011-01-31,796
13466,74577,7,2011-01-31,793
13478,74700,6,2011-01-31,795
13489,74706,9,2011-01-31,794
13501,74737,6,2011-01-31,795
13504,74760,6,2011-01-31,795
13511,74845,11,2011-01-31,794
13517,74868,8,2011-01-31,795
13524,74892,3,2011-01-31,796
13532,74906,6,2011-01-31,796
13537,74911,11,2011-01-31,794
13542,74923,10,2011-01-31,795
13548,74929,10,2011-01-31,795
13560,74938,6,2011-01-31,793
13574,74948,8,2011-01-31,795
13578,75027,8,2011-01-31,795
13584,75118,6,2011-01-31,796
13598,75122,5,2011-01-31,793
13609,75140,9,2011-01-31,793
13614,75162,8,2011-01-31,795
13622,75250,7,2011-01-31,795
13630,75347,5,2011-01-31,796
13634,75358,6,2011-01-31,793
13648,75578,6,2011-01-31,796
13659,75602,7,2011-01-31,793
13671,75707,6,2011-01-31,796
13685,75748,9,2011-01-31,793
13696,75786,11,2011-01-31,795
13707,75798,10,2011-01-31,795
13715,75864,7,2011-01-31,795
13720,75931,9,2011-01-31,793
13733,76111,10,2011-01-31,793
13747,76122,10,2011-01-31,795
13758,76170,8,2011-01-31,793
13765,76223,8,2011-01-31,793
13779,76226,6,2011-01-31,793
13787,76245,5,2011-01-31,793
13798,76265,9,2011-01-31,795
13802,76333,8,2011-01-31,793
13816,76343,10,2011-01-31,793
13827,76551,8,2011-01-31,793
13838,76597,7,2011-01-31,794
13845,76610,9,2011-01-31,795
13850,76692,11,2011-01-31,794
13856,76712,9,2011-01-31,793
13868,76718,7,2011-01-31,793
13882,76823,10,2011-01-31,793
13889,76857,9,2011-01-31,793
13894,76955,9,2011-01-31,795
13904,76981,7,2011-01-31,795
13908,77026,8,2011-01-31,795
13914,77031,10,2011-01-31,793
13923,77043,9,2011-01-31,795
13928,77047,9,2011-01-31,795
13934,77050,10,2011-01-31,795
13945,77080,5,2011-01-31,793
13961,77082,10,2011-01-31,794
13972,77216,7,2011-01-31,793
13981,77259,6,2011-01-31,796
13997,77289,6,2011-01-31,794
14010,77467,11,2011-01-31,793
14021,77506,11,2011-01-31,793
14025,77570,11,2011-01-31,794
14030,77628,7,2011-01-31,795
14037,77718,8,2011-01-31,795
14043,77824,10,2011-01-31,795
14047,77874,7,2011-01-31,795
14056,77881,11,2011-01-31,794
14061,77928,4,2011-01-31,796
14068,77955,6,2011-01-31,793
14082,78044,11,2011-01-31,793
14086,78111,8,2011-01-31,794
14094,78132,11,2011-01-31,795
14099,78302,4,2011-01-31,793
14107,78432,6,2011-01-31,793
14115,78456,7,2011-01-31,796
14129,78457,9,2011-01-31,795
14133,78604,8,2011-01-31,793
14147,78640,5,2011-01-31,793
14154,78674,9,2011-01-31,794
14161,78778,8,2011-01-31,795
14175,78795,8,2011-01-31,793
14189,78809,5,2011-01-31,793
14199,78870,6,2011-01-31,796
14211,78921,5,2011-01-31,794
14222,79029,7,2011-01-31,795
14233,79058,55555,2011-01-31,796
14247,79176,9,2011-01-31,793
14252,79204,5,2011-01-31,793
14259,79295,7,2011-01-31,795
14264,79340,10,2011-01-31,793
14273,79347,5,2011-01-31,794
14282,79365,9,2011-01-31,795
14293,79379,11,2011-01-31,793
14305,79424,10,2011-01-31,795
14314,79479,7,2011-01-31,794
14326,79725,6,2011-01-31,793
14340,79830,6,2011-01-31,794
14351,79907,5,2011-01-31,794
14357,79935,11,2011-01-31,793
14365,79947,8,2011-01-31,795
14372,80007,9,2011-01-31,793
14379,80048,8,2011-01-31,795
